--------------------
BDMEP - INMET
--------------------
Estação           : CRUZ ALTA - RS (OMM: 83912)
Latitude  (graus) : -28.63
Longitude (graus) : -53.6
Altitude  (metros): 472.50
Estação Operante
Inicio de operação: 02/02/1912
Periodo solicitado dos dados: 01/01/1961 a 19/09/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoInsolacao;
83912;30/11/1967;0000;;19.2;14;27.7;;54;958.6;14;1;12;
83912;30/11/1967;1200;0;16.8;15.4;;12.6;86;960.7;5;3;;
83912;30/11/1967;1800;;26.4;17.6;;;39;957;5;3;;
83912;01/12/1967;0000;;22;16;32.1;;51;955;5;3;12;
83912;01/12/1967;1200;0;22.8;17.4;;17;56;955;5;5;;
83912;01/12/1967;1800;;31.6;20;;;31;951.4;32;5;;
83912;02/12/1967;0000;;26.2;18;26.7;;42;950;0;0;0;
83912;02/12/1967;1200;10.8;17.4;16.4;;15.4;90;951.5;14;5;;
83912;02/12/1967;1800;;16.6;16;;;94;950.8;5;5;;
83912;03/12/1967;0000;;17;16.2;24.3;;92;954.3;5;5;7.3;
83912;03/12/1967;1200;52.3;14.8;12.2;;13.2;73;959.8;14;5;;
83912;03/12/1967;1800;;23.4;19;;;65;959.6;14;5;;
83912;04/12/1967;0000;;18.8;15.4;25.5;;68;961.6;18;2;11.4;
83912;04/12/1967;1200;0.2;17.4;14.8;;12.6;75;965.6;14;5;;
83912;04/12/1967;1800;;25;16.2;;;37;964.3;14;5;;
83912;05/12/1967;0000;;20;13.4;27.5;;44;964.3;14;5;12.6;
83912;05/12/1967;1200;0;19.4;15.8;;12.2;68;967.1;14;5;;
83912;05/12/1967;1800;;26.8;16.4;;;30;964.3;5;5;;
83912;06/12/1967;0000;;22;14.8;28.6;;43;962.2;14;3;11.6;
83912;06/12/1967;1200;0;19.4;13;;13.6;45;965.1;5;3;;
83912;06/12/1967;1800;;27.4;16.8;;;30;960.8;5;3;;
83912;07/12/1967;0000;;23;16;30.3;;46;959.4;0;0;6.3;
83912;07/12/1967;1200;0;23.4;18.4;;17.6;61;961.5;5;5;;
83912;07/12/1967;1800;;29.6;21.4;;;47;959.1;5;3;;
83912;08/12/1967;0000;;25.8;20.8;26.6;;63;957.8;0;0;1.1;
83912;08/12/1967;1200;0;23.4;20.6;;20.8;77;959.1;23;5;;
83912;08/12/1967;1800;;24.4;20.8;;;72;959;23;3;;
83912;09/12/1967;0000;;21.8;19.6;24;;81;959.1;0;0;11.2;
83912;09/12/1967;1200;0.7;16.6;15.4;;11.4;88;961;14;5;;
83912;09/12/1967;1800;;23.6;15.6;;;40;959.4;14;5;;
83912;10/12/1967;0000;;17.8;13.6;26.7;;61;958;14;5;10.9;
83912;10/12/1967;1200;0;18.8;14.6;;11;62;958.3;5;5;;
83912;10/12/1967;1800;;26;18;;;43;955.8;14;5;;
83912;11/12/1967;0000;;21.6;15.4;27.2;;49;956.6;18;3;11;
83912;11/12/1967;1200;0;20.4;16.4;;13;65;959.5;14;3;;
83912;11/12/1967;1800;;26.4;18.4;;;43;959.4;14;5;;
83912;12/12/1967;0000;;22.6;16.4;28.8;;50;959.4;14;5;9.1;
83912;12/12/1967;1200;0;21.2;16.6;;14.6;62;963.5;5;5;;
83912;12/12/1967;1800;;28;19;;;40;961;14;3;;
83912;13/12/1967;0000;;24.6;17.4;30.5;;46;961;0;0;9.7;
83912;13/12/1967;1200;0;21.8;17;;16.6;60;962;5;3;;
83912;13/12/1967;1800;;29.8;20.6;;;42;959.1;23;3;;
83912;14/12/1967;0000;;25.6;18.8;30.4;;50;959;14;1;8.1;
83912;14/12/1967;1200;0;23.6;18.6;;17.8;61;960.6;5;3;;
83912;14/12/1967;1800;;29.8;20.8;;;43;958.8;14;3;;
83912;15/12/1967;0000;;24.6;17;31;;44;957.6;14;3;6.7;
83912;15/12/1967;1200;0;22.2;17.4;;16.4;61;960.6;5;5;;
83912;15/12/1967;1800;;30.4;20.4;;;37;958;5;3;;
83912;16/12/1967;0000;;26.6;19.4;32;;49;956.8;0;0;7.4;
83912;16/12/1967;1200;0;23.2;18.2;;17.6;61;961.6;5;5;;
83912;16/12/1967;1800;;31.2;20;;;31;958.7;5;3;;
83912;17/12/1967;0000;;27.4;19;32.5;;43;958.7;0;0;8.3;
83912;17/12/1967;1200;0;24.2;19.2;;18;62;963;5;5;;
83912;17/12/1967;1800;;30.4;21.2;;;42;959.4;14;3;;
83912;18/12/1967;0000;;26.4;19.8;33.7;;53;959.4;0;0;11.5;
83912;18/12/1967;1200;0;25.8;19.6;;19;55;959.5;32;3;;
83912;18/12/1967;1800;;33;21;;;31;957.2;32;3;;
83912;19/12/1967;0000;;28.8;20;30;;42;954.6;23;3;0.4;
83912;19/12/1967;1200;0;23.8;19.8;;18.4;68;954.7;14;5;;
83912;19/12/1967;1800;;20.2;18;;;79;952.8;5;3;;
83912;20/12/1967;0000;;22.2;19.2;30.8;;75;952.2;0;0;8.1;
83912;20/12/1967;1200;9.7;21.8;19.4;;17;79;953.1;32;3;;
83912;20/12/1967;1800;;30.8;21.8;;;44;952.6;23;3;;
83912;21/12/1967;0000;;23.8;19.6;32.7;;67;950.8;0;0;11.2;
83912;21/12/1967;1200;4.7;24.2;19.2;;17;62;952.8;5;1;;
83912;21/12/1967;1800;;31.6;18.4;;;24;950.8;5;3;;
83912;22/12/1967;0000;;28.8;18;29.4;;31;951.5;0;0;11.1;
83912;22/12/1967;1200;0;23;18.8;;17.8;66;956.7;14;3;;
83912;22/12/1967;1800;;29;20.4;;;43;956.6;14;5;;
83912;23/12/1967;0000;;23.2;18.2;26;;61;958.2;14;3;11.4;
83912;23/12/1967;1200;0;17.8;13.2;;11.8;58;962.4;14;5;;
83912;23/12/1967;1800;;25.4;13.8;;;22;960.6;14;5;;
83912;24/12/1967;0000;;21;12.6;29.6;;33;959.2;14;5;10.3;
83912;24/12/1967;1200;0;19.6;15.2;;12.4;62;960.2;14;5;;
83912;24/12/1967;1800;;28.6;18.2;;;32;957.2;14;3;;
83912;25/12/1967;0000;;24;16;31.6;;40;957.2;18;3;11.5;
83912;25/12/1967;1200;0;21.2;16.4;;15;60;958;14;3;;
83912;25/12/1967;1800;;30.6;18.8;;;29;956.4;23;3;;
83912;26/12/1967;0000;;26;16.4;31.7;;33;955.8;14;5;11.6;
83912;26/12/1967;1200;0;21.8;16.8;;16.4;58;958.3;14;5;;
83912;26/12/1967;1800;;31.2;17.8;;;22;956.3;14;5;;
83912;27/12/1967;0000;;27;17;32;;33;956.3;0;0;11.5;
83912;27/12/1967;1200;0;22.2;16.6;;16.6;55;960.4;5;5;;
83912;27/12/1967;1800;;30.8;18.4;;;27;957.6;5;5;;
83912;28/12/1967;0000;;27;19.4;32.7;;47;956.2;0;0;12.1;
83912;28/12/1967;1200;0;23.2;17.6;;17;56;959.1;5;5;;
83912;28/12/1967;1800;;31.8;18.4;;;24;956.8;5;5;;
83912;29/12/1967;0000;;27.6;17.8;32.4;;35;955.4;14;3;11.6;
83912;29/12/1967;1200;0;21.8;16.2;;16.2;54;959.5;5;3;;
83912;29/12/1967;1800;;31;18;;;24;956.2;14;5;;
83912;30/12/1967;0000;;26.6;16.8;33.2;;34;954.7;14;3;10.2;
83912;30/12/1967;1200;0;22.6;17.4;;16.4;58;957.8;5;5;;
83912;30/12/1967;1800;;32;20.4;;;32;954;32;5;;
83912;31/12/1967;0000;;28.8;20.4;33.5;;44;952.6;0;0;7.9;
83912;31/12/1967;1200;0;25.6;19.6;;19.8;56;956.2;5;5;;
83912;31/12/1967;1800;;31.6;21.8;;;41;952.7;32;1;;
83912;01/01/1968;0000;;27.2;20.3;30.8;;54;951.9;0;0;5.2;
83912;01/01/1968;1200;0;24.2;19.8;;19.6;66;955.4;5;5;;
83912;01/01/1968;1800;;24;21.4;;;78;953.4;14;1;;
83912;02/01/1968;0000;;27.6;22.2;27.6;;61;952.6;0;0;1.9;
83912;02/01/1968;1200;5.6;20.4;19.4;;18.8;90;958.8;32;3;;
83912;02/01/1968;1800;;22.2;19.2;;;75;960.3;23;5;;
83912;03/01/1968;0000;;20.4;15;22.5;;54;961;23;1;11.4;
83912;03/01/1968;1200;11.5;15.8;11.8;;11;60;966.6;14;5;;
83912;03/01/1968;1800;;21.2;13.6;;;39;963.9;14;5;;
83912;04/01/1968;0000;;19;12.2;26;;41;962.2;23;3;11.3;
83912;04/01/1968;1200;0;18.6;12.8;;11.4;48;963.6;14;3;;
83912;04/01/1968;1800;;25;15.6;;;33;962.2;14;3;;
83912;05/01/1968;0000;;21.6;13.8;27.3;;38;960.7;14;3;10.3;
83912;05/01/1968;1200;0;19.4;14.2;;13.4;55;963.6;14;3;;
83912;05/01/1968;1800;;26.2;16;;;30;963.4;14;3;;
83912;06/01/1968;0000;;23;14;29.2;;32;962;14;3;11.8;
83912;06/01/1968;1200;0;19.6;15.4;;14;63;963.9;14;3;;
83912;06/01/1968;1800;;28.4;17.6;;;30;961.9;5;3;;
83912;07/01/1968;0000;;26;16.2;32;;32;959.2;0;0;8.7;
83912;07/01/1968;1200;0;21.4;17.2;;15.4;65;962;5;5;;
83912;07/01/1968;1800;;30.4;19.2;;;31;959.5;14;3;;
83912;08/01/1968;0000;;27;18.6;32.1;;43;958;0;0;5.2;
83912;08/01/1968;1200;0;22;17.4;;18.6;62;959.5;5;3;;
83912;08/01/1968;1800;;31.8;20.2;;;32;956.8;5;3;;
83912;09/01/1968;0000;;27.4;18.8;33.5;;42;955.5;5;1;3.4;
83912;09/01/1968;1200;0;25.4;18.8;;20.8;52;955.9;5;3;;
83912;09/01/1968;1800;;32.8;19.2;;;24;955.4;32;3;;
83912;10/01/1968;0000;;28.4;19.8;33.5;;43;952.6;0;0;5.5;
83912;10/01/1968;1200;0;24.6;19.6;;20.6;62;956;32;3;;
83912;10/01/1968;1800;;32.2;21.6;;;37;953.9;32;5;;
83912;11/01/1968;0000;;26.8;20.6;29.8;;56;953.8;5;3;1.4;
83912;11/01/1968;1200;0;24.2;20;;19;68;956;32;3;;
83912;11/01/1968;1800;;26.2;21.2;;;63;953.4;23;3;;
83912;12/01/1968;0000;;19;17.6;31.7;;86;954.2;5;3;10;
83912;12/01/1968;1200;6.4;21.2;17.8;;16.8;71;954.4;32;3;;
83912;12/01/1968;1800;;30.8;20.8;;;38;952.6;32;5;;
83912;13/01/1968;0000;;20;16.2;27;;67;951.6;14;7;1.3;
83912;13/01/1968;1200;0.1;23.4;18.6;;17.8;63;954.2;5;3;;
83912;13/01/1968;1800;;21.4;17.6;;;68;953.8;32;3;;
83912;14/01/1968;0000;;22;17.8;28.7;;65;955.8;32;7;7.3;
83912;14/01/1968;1200;1.4;19.4;17.8;;17.4;84;956.4;5;1;;
83912;14/01/1968;1800;;27.8;20.6;;;51;956.3;23;3;;
83912;15/01/1968;0000;;23.2;20;32.6;;74;956.3;0;0;10.3;
83912;15/01/1968;1200;0.4;22.8;19.6;;17.4;73;959.8;5;1;;
83912;15/01/1968;1800;;32.2;20;;;29;958.8;23;3;;
83912;16/01/1968;0000;;26.6;16.8;31.5;;34;957.5;0;0;5.2;
83912;16/01/1968;1200;0;20.6;16.8;;18;67;959.1;14;3;;
83912;16/01/1968;1800;;30.2;18.4;;;28;955.2;5;3;;
83912;17/01/1968;0000;;25.8;19;31.8;;51;955.2;0;0;10.3;
83912;17/01/1968;1200;0;22.6;19.4;;18.4;73;957.1;5;1;;
83912;17/01/1968;1800;;30;19.6;;;35;954.8;5;3;;
83912;18/01/1968;0000;;26.2;18.8;32.2;;47;954.8;0;0;5.4;
83912;18/01/1968;1200;0;20.4;15.8;;18;60;959;32;5;;
83912;18/01/1968;1800;;31;19;;;28;955.2;14;3;;
83912;19/01/1968;0000;;27.4;18;31.4;;37;955.2;0;0;11.7;
83912;19/01/1968;1200;0;22;17.4;;16.4;62;956.4;5;5;;
83912;19/01/1968;1800;;30.4;20.4;;;37;953.8;5;5;;
83912;20/01/1968;0000;;27.2;20.8;29;;55;953.8;0;0;0.4;
83912;20/01/1968;1200;0;25;21;;18.2;69;954.8;5;3;;
83912;20/01/1968;1800;;27.6;22.1;;;61;953.8;5;5;;
83912;21/01/1968;0000;;20.8;18.2;27.9;;78;952.2;5;5;5;
83912;21/01/1968;1200;8.8;19.6;18.8;;18;93;956.8;32;3;;
83912;21/01/1968;1800;;25.6;20.4;;;61;957;23;3;;
83912;22/01/1968;0000;;24.6;19.4;27;;60;958.3;14;2;11.4;
83912;22/01/1968;1200;0;19.4;16.4;;15.4;73;962;14;3;;
83912;22/01/1968;1800;;26.2;16.6;;;34;960.4;14;5;;
83912;23/01/1968;0000;;21.8;15.2;27.1;;47;959.2;14;3;9.4;
83912;23/01/1968;1200;0;17.6;13.8;;13.2;64;961.2;14;5;;
83912;23/01/1968;1800;;26.4;18.2;;;42;959.9;14;5;;
83912;24/01/1968;0000;;22.8;16.4;26.3;;49;959.2;14;5;0.2;
83912;24/01/1968;1200;0;19;16;;15.4;73;960.8;14;5;;
83912;24/01/1968;1800;;24.6;19.6;;;62;959.2;5;5;;
83912;25/01/1968;0000;;21;19;27.6;;82;957.9;14;5;1.8;
83912;25/01/1968;1200;0.9;19.6;18.4;;17.6;89;960.7;5;3;;
83912;25/01/1968;1800;;25.6;21.4;;;68;959.2;5;5;;
83912;26/01/1968;0000;;21.4;20;30.4;;87;959.2;0;0;4.3;
83912;26/01/1968;1200;8.1;21.6;19.4;;19;80;962;5;5;;
83912;26/01/1968;1800;;29.6;22.2;;;51;961;32;5;;
83912;27/01/1968;0000;;24.4;21.2;30.8;;74;961;0;0;2;
83912;27/01/1968;1200;0.2;22.6;20.8;;20.6;84;961.8;14;3;;
83912;27/01/1968;1800;;25.6;22.4;;;75;960.2;32;1;;
83912;28/01/1968;0000;;26.6;22.4;31;;68;960.2;0;0;3.2;
83912;28/01/1968;1200;1.4;25.6;22.8;;20;78;959;5;3;;
83912;28/01/1968;1800;;22.6;20.6;;;83;959.4;32;5;;
83912;29/01/1968;0000;;24.8;21.2;28.9;;72;957.6;0;0;0;
83912;29/01/1968;1200;23.3;23.6;22;;20.6;86;959;14;1;;
83912;29/01/1968;1800;;24.6;20.8;;;70;958.8;32;5;;
83912;30/01/1968;0000;;20.6;19.6;28.2;;91;959.6;14;1;7.1;
83912;30/01/1968;1200;5.1;20;18.6;;18.6;87;962;14;5;;
83912;30/01/1968;1800;;27.2;20.6;;;54;961;14;5;;
83912;31/01/1968;0000;;22;19;25.2;;74;961;14;7;1.9;
83912;31/01/1968;1200;0;17.2;14;;13.8;69;963.9;14;6;;
83912;31/01/1968;1800;;24.6;18;;;50;963.1;14;5;;
83912;01/02/1968;0000;;21.4;17;27.3;;63;962.6;14;5;7.8;
83912;01/02/1968;1200;0;18.8;15.6;;14;71;964.2;14;5;;
83912;01/02/1968;1800;;26;18.6;;;47;962.4;5;5;;
83912;02/02/1968;0000;;23.4;17;28.3;;51;960.6;14;3;11.8;
83912;02/02/1968;1200;0;18.4;14.6;;14;65;963.5;5;5;;
83912;02/02/1968;1800;;26.8;18.2;;;41;960.6;5;5;;
83912;03/02/1968;0000;;24.6;17.2;29.3;;45;959.2;14;3;12;
83912;03/02/1968;1200;0;19.8;15.8;;15;65;960.8;5;5;;
83912;03/02/1968;1800;;27.4;17.8;;;36;957.9;5;3;;
83912;04/02/1968;0000;;24;17.4;30.5;;49;956.4;0;0;9.9;
83912;04/02/1968;1200;0;21;17;;16.4;66;959.4;5;5;;
83912;04/02/1968;1800;;30;19.2;;;33;956.8;5;3;;
83912;05/02/1968;0000;;26.2;18.2;32.7;;43;956.3;0;0;6.6;
83912;05/02/1968;1200;0;22.6;17.4;;18.2;58;959.2;5;5;;
83912;05/02/1968;1800;;31.6;20.8;;;35;956.8;5;3;;
83912;06/02/1968;0000;;27.2;19.8;32.5;;49;955.5;0;0;5.1;
83912;06/02/1968;1200;0;23.8;18.2;;18.4;57;958;5;5;;
83912;06/02/1968;1800;;30.8;19.6;;;32;956;32;3;;
83912;07/02/1968;0000;;26.6;19.8;27.2;;52;954.7;0;0;1.3;
83912;07/02/1968;1200;0;23.2;19.2;;19.8;69;958.8;5;3;;
83912;07/02/1968;1800;;24.4;19.6;;;64;958.8;5;5;;
83912;08/02/1968;0000;;24.2;20.2;34.4;;69;957.5;9;3;10.9;
83912;08/02/1968;1200;0.4;23.4;19;;18.2;65;957.6;5;5;;
83912;08/02/1968;1800;;33;22;;;36;956;5;5;;
83912;09/02/1968;0000;;29.2;21.6;35;;50;953.9;0;0;5.7;
83912;09/02/1968;1200;0;24.4;18.6;;20;57;956.2;5;5;;
83912;09/02/1968;1800;;34;21;;;28;953.9;5;5;;
83912;10/02/1968;0000;;30;20;32.7;;37;953.9;0;0;0;
83912;10/02/1968;1200;0;26.8;19.6;;21;50;956;5;3;;
83912;10/02/1968;1800;;30.8;21.8;;;44;954.4;32;6;;
83912;11/02/1968;0000;;23.6;20;28.5;;72;953.9;0;0;0.2;
83912;11/02/1968;1200;0.4;21.4;19.8;;19.8;85;956.2;32;1;;
83912;11/02/1968;1800;;27.4;21.6;;;59;954.7;32;5;;
83912;12/02/1968;0000;;25.4;20.6;25.8;;65;952;0;0;0;
83912;12/02/1968;1200;1.6;22;20.6;;18;88;952.7;32;3;;
83912;12/02/1968;1800;;19;18.4;;;94;953.1;14;3;;
83912;13/02/1968;0000;;19.4;18.6;27.4;;92;952.4;0;0;7.3;
83912;13/02/1968;1200;90.1;19.6;18.6;;17.6;91;955.2;14;3;;
83912;13/02/1968;1800;;26;20.8;;;62;953.8;32;3;;
83912;14/02/1968;0000;;24.6;19.6;29.1;;62;953.8;9;3;10.1;
83912;14/02/1968;1200;0.1;21;19;;17.8;82;957;32;1;;
83912;14/02/1968;1800;;28.2;20;;;45;956.3;23;5;;
83912;15/02/1968;0000;;22.4;15.8;27.3;;48;956.3;0;0;12.1;
83912;15/02/1968;1200;0;18.8;14;;13.6;57;960.8;14;1;;
83912;15/02/1968;1800;;25.4;15.4;;;29;959.4;23;3;;
83912;16/02/1968;0000;;22.6;16;30;;48;959.2;0;0;10;
83912;16/02/1968;1200;0;18;15;;14.4;72;961.5;14;3;;
83912;16/02/1968;1800;;28.2;18.6;;;37;960.6;23;3;;
83912;17/02/1968;0000;;24.8;18;31;;49;960.6;18;1;12.1;
83912;17/02/1968;1200;0;20;17.4;;16.6;77;963.4;14;3;;
83912;17/02/1968;1800;;29.8;18.6;;;31;961.8;14;3;;
83912;18/02/1968;0000;;24.4;16;30.9;;38;961.8;18;5;9.3;
83912;18/02/1968;1200;0;19.8;16.8;;16.2;74;963.4;14;3;;
83912;18/02/1968;1800;;29.6;19.4;;;36;961.6;14;1;;
83912;19/02/1968;0000;;25.2;18.8;30.5;;53;960.3;14;3;7.3;
83912;19/02/1968;1200;0;21.4;17.6;;17;68;963.2;5;5;;
83912;19/02/1968;1800;;29.2;17.8;;;28;960.7;5;5;;
83912;20/02/1968;0000;;25.8;17;29.7;;38;959;0;0;4.9;
83912;20/02/1968;1200;0;20.6;16.2;;16.8;63;961.8;5;5;;
83912;20/02/1968;1800;;28.2;18.2;;;34;959;5;5;;
83912;21/02/1968;0000;;25.4;17;31.8;;40;957;14;3;3.6;
83912;21/02/1968;1200;0;20.8;16.8;;16;66;958.6;5;5;;
83912;21/02/1968;1800;;29.4;19;;;34;956.3;32;3;;
83912;22/02/1968;0000;;26.2;19.2;30.5;;50;954.2;0;0;1.6;
83912;22/02/1968;1200;0;22.8;18.2;;16.8;63;956.3;5;3;;
83912;22/02/1968;1800;;25.4;20.2;;;62;954.2;23;3;;
83912;23/02/1968;0000;;20;17.2;25.6;;76;953;14;5;7.5;
83912;23/02/1968;1200;11.3;18.8;17.8;;17.2;90;957.1;23;1;;
83912;23/02/1968;1800;;24.4;19.4;;;62;957;23;3;;
83912;24/02/1968;0000;;20.4;15.6;25.8;;59;957.2;23;3;8.6;
83912;24/02/1968;1200;0.1;16.6;14.4;;13.4;78;961.2;14;3;;
83912;24/02/1968;1800;;24.6;17.4;;;46;959.9;14;3;;
83912;25/02/1968;0000;;20.4;15.6;28.1;;59;959.2;14;3;8.2;
83912;25/02/1968;1200;0;16.6;14;;12.8;75;962.8;14;3;;
83912;25/02/1968;1800;;27;18.4;;;41;962;14;3;;
83912;26/02/1968;0000;;22.4;17.2;29;;58;962;14;5;7.3;
83912;26/02/1968;1200;0;16.8;14.4;;13.4;76;963.6;14;5;;
83912;26/02/1968;1800;;27.6;19.4;;;44;961.2;14;3;;
83912;27/02/1968;0000;;23.8;16.4;30.6;;44;960.6;18;5;6.7;
83912;27/02/1968;1200;0;19.2;15.4;;14.8;66;960.8;5;5;;
83912;27/02/1968;1800;;29.2;19.6;;;38;957.4;32;3;;
83912;28/02/1968;0000;;26.2;18.4;31.6;;44;957.9;0;0;11;
83912;28/02/1968;1200;0;22.2;17.4;;18.6;61;959.2;23;1;;
83912;28/02/1968;1800;;31.2;19.6;;;30;958;23;3;;
83912;29/02/1968;0000;;26.4;18;32.4;;41;956.8;0;0;8.2;
83912;29/02/1968;1200;0;20.8;18.4;;17.2;79;959.2;14;5;;
83912;29/02/1968;1800;;30.6;20.2;;;36;957.5;5;3;;
83912;01/03/1968;0000;;26.2;18.8;32.7;;47;957.5;0;0;8.6;
83912;01/03/1968;1200;0;21.2;18.8;;17.6;78;960.4;5;3;;
83912;01/03/1968;1800;;31.8;21.4;;;38;958.7;14;3;;
83912;02/03/1968;0000;;28;20;32.5;;46;958.8;14;1;10.2;
83912;02/03/1968;1200;0;21.8;18.8;;17.8;74;959.1;14;3;;
83912;02/03/1968;1800;;31.4;19.6;;;30;957.5;14;3;;
83912;03/03/1968;0000;;26.2;17.6;33;;40;956.8;14;3;8.2;
83912;03/03/1968;1200;0;21.4;18.4;;17;75;958.2;14;5;;
83912;03/03/1968;1800;;31.6;21;;;36;956.2;5;3;;
83912;04/03/1968;0000;;28.2;19.6;33.7;;43;956.2;14;3;7.5;
83912;04/03/1968;1200;0;23;18.2;;18.4;62;959.1;5;5;;
83912;04/03/1968;1800;;32.4;20.8;;;32;957.4;5;3;;
83912;05/03/1968;0000;;28.6;19.4;33;;40;957.8;14;3;8.8;
83912;05/03/1968;1200;0;22.2;17.6;;17.4;63;961.6;5;5;;
83912;05/03/1968;1800;;32.2;21;;;34;958.7;5;3;;
83912;06/03/1968;0000;;27.8;18.8;31.6;;32;958.7;14;3;5.9;
83912;06/03/1968;1200;0;22.2;18.8;;18.8;71;961.5;5;3;;
83912;06/03/1968;1800;;30.8;21.4;;;41;958.7;32;5;;
83912;07/03/1968;0000;;25.8;20.8;31.6;;63;959.4;23;3;7.7;
83912;07/03/1968;1200;0;22;20;;19.8;82;960.6;5;3;;
83912;07/03/1968;1800;;30;21.8;;;47;958.6;23;3;;
83912;08/03/1968;0000;;25.2;21.2;31.5;;70;958.6;14;3;9.1;
83912;08/03/1968;1200;0;21;19.6;;18.8;87;960.8;14;5;;
83912;08/03/1968;1800;;30;22.6;;;52;958.7;14;3;;
83912;09/03/1968;0000;;26;20.6;33.4;;61;958.7;14;5;2.1;
83912;09/03/1968;1200;0;23.4;20.4;;18.8;75;959;5;3;;
83912;09/03/1968;1800;;32.8;23.4;;;44;957.2;32;5;;
83912;10/03/1968;0000;;29.2;22.8;29.2;;57;956.6;23;3;5.1;
83912;10/03/1968;1200;13;21;20;;19.6;91;958.8;23;3;;
83912;10/03/1968;1800;;27;21;;;57;957.4;23;3;;
83912;11/03/1968;0000;;23.4;17.8;28.5;;56;959.5;14;3;8.4;
83912;11/03/1968;1200;0;19.4;17.6;;16.6;83;962.4;14;3;;
83912;11/03/1968;1800;;27;18.4;;;41;960.3;5;3;;
83912;12/03/1968;0000;;22.4;16.8;30;;55;960.7;14;5;9.2;
83912;12/03/1968;1200;0;19.4;16.2;;15.6;72;960.7;14;3;;
83912;12/03/1968;1800;;28.8;19;;;37;959.1;32;3;;
83912;13/03/1968;0000;;25.2;16;33;;34;958.2;14;5;8;
83912;13/03/1968;1200;0;19.6;17;;17.2;77;960.6;14;3;;
83912;13/03/1968;1800;;31.6;21;;;36;959;23;3;;
83912;14/03/1968;0000;;27.8;20.8;33;;52;958.8;5;6;5.9;
83912;14/03/1968;1200;3.7;22.4;19.4;;19.8;74;960.4;5;3;;
83912;14/03/1968;1800;;31.4;22.8;;;46;956;5;5;;
83912;15/03/1968;0000;;27.8;22;27;;59;954.7;5;1;0;
83912;15/03/1968;1200;17.2;18.6;17.6;;17.2;90;958;14;3;;
83912;15/03/1968;1800;;18.4;17.4;;;90;958.2;14;3;;
83912;16/03/1968;0000;;18.6;17.6;20.7;;90;961.1;23;1;2;
83912;16/03/1968;1200;21.7;13.4;10.2;;12.2;65;966.3;23;5;;
83912;16/03/1968;1800;;19;13.8;;;53;966.2;14;5;;
83912;17/03/1968;0000;;16.6;11.8;22.4;;54;966.3;14;5;9;
83912;17/03/1968;1200;0;13.2;10.6;;9.9;71;968.7;14;5;;
83912;17/03/1968;1800;;21.4;14.4;;;43;966.4;14;5;;
83912;18/03/1968;0000;;17;12.8;26.7;;60;966.4;14;5;9.4;
83912;18/03/1968;1200;0.1;14.8;12.6;;10.8;77;966.7;5;5;;
83912;18/03/1968;1800;;25.6;17.4;;;41;964.4;14;3;;
83912;19/03/1968;0000;;21.6;15.6;28.2;;51;963;14;1;2.7;
83912;19/03/1968;1200;0;16.4;14.2;;13.6;77;963.8;5;3;;
83912;19/03/1968;1800;;26.2;19;;;49;960.8;32;3;;
83912;20/03/1968;0000;;23.6;18.6;25.4;;61;960.8;14;3;0;
83912;20/03/1968;1200;0;19.2;15.4;;16.4;66;958.6;5;3;;
83912;20/03/1968;1800;;24.4;19;;;59;955.8;14;5;;
83912;21/03/1968;0000;;17.8;16.8;24.4;;90;955.6;14;6;1.9;
83912;21/03/1968;1200;31.2;18.6;18;;16.4;94;956.8;23;3;;
83912;21/03/1968;1800;;21.8;20;;;84;957.5;32;3;;
83912;22/03/1968;0000;;20.4;17.6;25;;76;960.2;14;3;0.6;
83912;22/03/1968;1200;0.2;16.8;16.2;;15.4;94;964.3;14;5;;
83912;22/03/1968;1800;;24.8;18.2;;;51;963.5;14;5;;
83912;23/03/1968;0000;;21.2;17.6;26.2;;70;963.5;14;5;1.8;
83912;23/03/1968;1200;1.5;19;17.8;;16.2;88;962.7;14;3;;
83912;23/03/1968;1800;;25;20.6;;;67;959.8;5;3;;
83912;24/03/1968;0000;;21.8;19.9;30.6;;83;958.6;32;3;8.1;
83912;24/03/1968;1200;0.4;20.8;19.4;;16.8;87;956.8;5;3;;
83912;24/03/1968;1800;;29.4;23;;;57;955.2;32;3;;
83912;25/03/1968;0000;;26.2;22.4;29;;72;953.9;32;1;0;
83912;25/03/1968;1200;0;23.6;21;;20.6;78;956.4;5;5;;
83912;25/03/1968;1800;;28.2;22.8;;;62;953.8;32;5;;
83912;26/03/1968;0000;;21.8;20.4;27.8;;88;956.4;32;1;0.2;
83912;26/03/1968;1200;18.8;21.8;20.2;;17.6;86;956.6;32;3;;
83912;26/03/1968;1800;;23.8;22.2;;;87;955.1;32;5;;
83912;27/03/1968;0000;;18.6;17.8;22.6;;92;958.3;32;5;0;
83912;27/03/1968;1200;5.3;13.4;12.6;;12.2;91;962.3;14;5;;
83912;27/03/1968;1800;;17.4;15;;;76;962.2;14;5;;
83912;28/03/1968;0000;;16.6;15.4;21.7;;88;963.6;14;3;0;
