--------------------
BDMEP - INMET
--------------------
Estação           : CRUZ ALTA - RS (OMM: 83912)
Latitude  (graus) : -28.63
Longitude (graus) : -53.6
Altitude  (metros): 472.50
Estação Operante
Inicio de operação: 02/02/1912
Periodo solicitado dos dados: 01/01/1961 a 19/09/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoInsolacao;
83912;14/10/1978;0000;;17.2;17;20.3;;98;953.2;0;0;8.5;
83912;14/10/1978;1200;17.3;14.2;13.6;;13.8;93;954.3;23;1;;
83912;14/10/1978;1800;;19.1;14.8;;;61;954.4;27;7;;
83912;15/10/1978;0000;;13.8;11.6;24.4;;76;955.2;18;1;11.1;
83912;15/10/1978;1200;0;16.5;13.7;;9.8;72;959.8;5;1;;
83912;15/10/1978;1800;;23.1;15.8;;;43;955;0;0;;
83912;16/10/1978;0000;;17.9;12.6;24.2;;52;955;14;1;9.5;
83912;16/10/1978;1200;0;17.2;14.4;;11.8;73;956.2;0;0;;
83912;16/10/1978;1800;;24;15.6;;;38;954.2;27;1;;
83912;17/10/1978;0000;;15.6;12.8;24;;72;956.3;0;0;9.8;
83912;17/10/1978;1200;0;17;13.4;;11.5;65;960.2;14;1;;
83912;17/10/1978;1800;;23.6;14.8;;;35;958.3;18;3;;
83912;18/10/1978;0000;;17.8;12.8;24.9;;54;958.4;18;3;3.4;
83912;18/10/1978;1200;0;17.8;15;;11.3;74;957.5;9;6;;
83912;18/10/1978;1800;;24.7;16.8;;;42;953.5;14;3;;
83912;19/10/1978;0000;;16.2;14.6;20;;83;952;14;3;5.2;
83912;19/10/1978;1200;2;16.6;14.8;;13.7;82;953.6;14;7;;
83912;19/10/1978;1800;;18.8;15.2;;;68;953.2;14;5;;
83912;20/10/1978;0000;;14.1;12.3;22.6;;81;953.5;14;3;7;
83912;20/10/1978;1200;0;15.5;14.1;;11.9;85;955.6;0;0;;
83912;20/10/1978;1800;;22;15.1;;;45;955;23;5;;
83912;21/10/1978;0000;;15.6;13.4;27.5;;77;957.4;14;3;7.6;
83912;21/10/1978;1200;0;14.6;13.6;;11.2;89;959.6;14;1;;
83912;21/10/1978;1800;;26;17.4;;;39;958.3;0;0;;
83912;22/10/1978;0000;;19.8;16.4;30.5;;70;958.8;14;3;9.7;
83912;22/10/1978;1200;0;21.2;16.6;;15;62;961.6;5;1;;
83912;22/10/1978;1800;;29.9;19.3;;;33;958.4;0;0;;
83912;23/10/1978;0000;;23.8;16.4;32.4;;44;958.3;14;1;8.2;
83912;23/10/1978;1200;0;24.8;18.2;;19.3;51;958.2;5;3;;
83912;23/10/1978;1800;;31.9;19.4;;;27;953.4;0;0;;
83912;24/10/1978;0000;;26.8;18.4;32.4;;42;953.2;0;0;5.4;
83912;24/10/1978;1200;0;26.4;18.8;;20.1;46;953.1;36;5;;
83912;24/10/1978;1800;;31.7;19;;;26;951.2;32;7;;
83912;25/10/1978;0000;;21.2;16.9;25.2;;64;955.1;9;9;0;
83912;25/10/1978;1200;2.4;20.4;17.8;;16.9;77;958.2;0;0;;
83912;25/10/1978;1800;;23.5;19.7;;;70;959.2;0;0;;
83912;26/10/1978;0000;;20.8;18.5;29.4;;80;958.7;0;0;1;
83912;26/10/1978;1200;0;23.8;19.3;;18.2;64;955.5;5;7;;
83912;26/10/1978;1800;;25.7;21.6;;;69;951.8;14;1;;
83912;27/10/1978;0000;;18.8;18.2;26.3;;94;954;0;0;10;
83912;27/10/1978;1200;18.6;20.2;18.8;;17.4;87;952.8;23;1;;
83912;27/10/1978;1800;;25;20.2;;;64;952.4;32;1;;
83912;28/10/1978;0000;;20.2;17.9;29.1;;78;953.2;18;3;10.8;
83912;28/10/1978;1200;0;21.8;19.3;;16.2;78;954.2;14;1;;
83912;28/10/1978;1800;;28;20.2;;;47;950.4;32;3;;
83912;29/10/1978;0000;;24.1;19.2;24.1;;62;950.2;14;1;2.1;
83912;29/10/1978;1200;0;23.2;18.7;;17.6;65;950.6;36;12;;
83912;29/10/1978;1800;;22.2;19.4;;;76;951.9;32;5;;
83912;30/10/1978;0000;;19.2;17.8;19.2;;86;954;18;1;0;
83912;30/10/1978;1200;3;18.2;17.2;;15.5;90;956;18;5;;
83912;30/10/1978;1800;;17.6;17.2;;;96;958;9;3;;
83912;31/10/1978;0000;;17.6;17.2;21.2;;96;955.4;14;1;0;
83912;31/10/1978;1200;15.3;17.4;17.2;;16.4;98;958.2;0;0;;
83912;31/10/1978;1800;;20.6;19.7;;;92;957.2;0;0;;
83912;01/11/1978;0000;;17.4;17;24.4;;96;959.4;18;7;7.5;
83912;01/11/1978;1200;7.4;17.4;16.1;;15.2;87;962.2;14;5;;
83912;01/11/1978;1800;;23.4;18.1;;;59;960.8;14;3;;
83912;02/11/1978;0000;;17.4;14.2;28.4;;70;961.1;14;3;10.2;
83912;02/11/1978;1200;0;18.6;15.9;;12.2;75;961.4;18;3;;
83912;02/11/1978;1800;;27.8;21;;;53;957.9;5;1;;
83912;03/11/1978;0000;;21.4;18.6;21.4;;77;957.4;14;3;0;
83912;03/11/1978;1200;0;21.1;18.6;;16.3;78;954.4;5;3;;
83912;03/11/1978;1800;;16.8;16.6;;;98;953.4;14;5;;
83912;04/11/1978;0000;;16.8;16.6;21;;98;952.7;0;0;2;
83912;04/11/1978;1200;18.8;18.2;17.2;;15.2;90;954;0;0;;
83912;04/11/1978;1800;;19.1;16.5;;;76;953;18;5;;
83912;05/11/1978;0000;;15.2;14.2;24.4;;89;954;18;3;11.6;
83912;05/11/1978;1200;0;16.2;14;;10.9;77;954.8;0;0;;
83912;05/11/1978;1800;;23.8;17;;;48;953.6;23;1;;
83912;06/11/1978;0000;;18.6;15.2;26.3;;69;953.6;0;0;10.8;
83912;06/11/1978;1200;0;19.5;16.8;;14;76;957.9;27;1;;
83912;06/11/1978;1800;;25.9;17.9;;;42;957.2;23;3;;
83912;07/11/1978;0000;;19;14.4;28.1;;59;959.4;0;0;11.8;
83912;07/11/1978;1200;0;19;14.4;;13.5;59;961.8;14;1;;
83912;07/11/1978;1800;;26.7;15.9;;;27;960;0;0;;
83912;08/11/1978;0000;;20.5;15.4;32.9;;56;960;14;3;10;
83912;08/11/1978;1200;0;23.1;18.2;;15.7;61;959.6;5;5;;
83912;08/11/1978;1800;;32.2;21.6;;;37;955;32;1;;
83912;09/11/1978;0000;;25.2;17.8;31.4;;46;956.7;0;0;6.9;
83912;09/11/1978;1200;0.2;27;20.5;;17.4;54;954.4;36;5;;
83912;09/11/1978;1800;;30.1;21.5;;;45;949.9;32;9;;
83912;10/11/1978;0000;;17.4;17.1;24;;97;951.4;9;1;2.5;
83912;10/11/1978;1200;19.3;17.5;17.2;;15.9;97;954.4;14;1;;
83912;10/11/1978;1800;;22.8;19.4;;;71;953.2;14;3;;
83912;11/11/1978;0000;;19;17.8;26.5;;88;954.3;14;1;11.5;
83912;11/11/1978;1200;0;19.6;17;;14.6;77;956.4;14;5;;
83912;11/11/1978;1800;;26.5;18.2;;;42;954.6;18;3;;
83912;12/11/1978;0000;;19.3;15.7;25.1;;68;956.2;14;3;11.7;
83912;12/11/1978;1200;0;20.3;15;;14.6;55;958.3;23;3;;
83912;12/11/1978;1800;;24.1;16;;;39;955.9;23;5;;
83912;13/11/1978;0000;;15.7;11.2;19.6;;55;958.3;18;5;12;
83912;13/11/1978;1200;0;12.6;8.4;;8.3;54;962;23;3;;
83912;13/11/1978;1800;;18.6;11;;;34;960.7;0;0;;
83912;14/11/1978;0000;;13.4;8.9;23.1;;52;960.2;14;3;9.5;
83912;14/11/1978;1200;0;15;10.6;;8.8;55;961.1;14;5;;
83912;14/11/1978;1800;;21.9;13.5;;;34;958.4;14;3;;
83912;15/11/1978;0000;;16.4;12;28.8;;57;958.7;14;7;8.6;
83912;15/11/1978;1200;0;18;14.3;;11.8;65;958.2;18;1;;
83912;15/11/1978;1800;;28.6;18.5;;;35;955.4;27;5;;
83912;16/11/1978;0000;;21.3;17.6;27.4;;69;955.4;14;1;4.8;
83912;16/11/1978;1200;0;18;16.9;;16.6;89;955.9;5;1;;
83912;16/11/1978;1800;;27.3;19.7;;;47;952.7;36;1;;
83912;17/11/1978;0000;;21.4;17.6;25;;68;952;5;3;1.6;
83912;17/11/1978;1200;0;23.1;19.3;;16.9;69;950.8;36;7;;
83912;17/11/1978;1800;;20.8;20;;;93;952.2;18;3;;
83912;18/11/1978;0000;;19.2;18.1;23;;89;949.8;14;7;0;
83912;18/11/1978;1200;56.9;21.8;20;;17.6;84;947.1;5;5;;
83912;18/11/1978;1800;;18.2;17.9;;;97;949.9;0;0;;
83912;19/11/1978;0000;;17.8;17.4;19.4;;96;948.7;5;5;0;
83912;19/11/1978;1200;122.4;17.9;17.7;;16.8;98;952.8;0;0;;
83912;19/11/1978;1800;;18;17.2;;;92;953.9;0;0;;
83912;20/11/1978;0000;;17.9;17.6;28.1;;97;950.8;0;0;3.7;
83912;20/11/1978;1200;29.6;22.2;19.9;;15.9;80;953.2;36;1;;
83912;20/11/1978;1800;;25.2;22.9;;;81;951.2;18;3;;
83912;21/11/1978;0000;;19.2;18.2;22.8;;90;951.1;9;1;0;
83912;21/11/1978;1200;9.6;21.2;20;;18;89;955.6;32;3;;
83912;21/11/1978;1800;;21.5;20.7;;;93;955.5;23;1;;
83912;22/11/1978;0000;;20.4;20.2;24.9;;98;955;0;0;7.9;
83912;22/11/1978;1200;2.8;19.9;19.2;;18.9;94;957.8;14;5;;
83912;22/11/1978;1800;;24.9;21;;;70;956.4;14;5;;
83912;23/11/1978;0000;;19.6;18.4;23;;89;957.4;14;5;6.8;
83912;23/11/1978;1200;0;19.4;17.8;;16.4;84;959.6;14;5;;
83912;23/11/1978;1800;;21.6;18.4;;;72;958;14;5;;
83912;24/11/1978;0000;;16.4;14.8;29.4;;83;958.6;14;7;11.8;
83912;24/11/1978;1200;0;19.4;16.6;;13.1;75;957.9;9;1;;
83912;24/11/1978;1800;;27.9;21.4;;;54;953.9;9;3;;
83912;25/11/1978;0000;;21.6;19.1;26.6;;78;953.2;14;2;4.7;
83912;25/11/1978;1200;0;25;22.1;;17.8;77;954;5;1;;
83912;25/11/1978;1800;;25.6;21.5;;;69;951.1;36;5;;
83912;26/11/1978;0000;;23.8;22.6;25.2;;90;948.3;5;1;0;
83912;26/11/1978;1200;6.6;23.1;20.5;;19.8;78;946;5;7;;
83912;26/11/1978;1800;;22.6;21.8;;;93;943.4;36;12;;
83912;27/11/1978;0000;;19.8;19;28.2;;93;948.2;0;0;11.9;
83912;27/11/1978;1200;6;20.3;18.3;;16.1;82;954.8;23;1;;
83912;27/11/1978;1800;;26.9;19;;;45;954.4;23;3;;
83912;28/11/1978;0000;;20.6;17.8;26.8;;75;955.9;0;0;12;
83912;28/11/1978;1200;0;20.9;14.7;;15.2;49;959.5;14;1;;
83912;28/11/1978;1800;;25.6;16.6;;;37;957.1;0;0;;
83912;29/11/1978;0000;;21.4;15.8;31;;54;956.6;14;1;12;
83912;29/11/1978;1200;0;22.8;18.2;;15.8;63;957.4;5;3;;
83912;29/11/1978;1800;;30.2;19.9;;;35;954.8;0;0;;
83912;30/11/1978;0000;;25.6;19.2;30.8;;53;955.4;0;0;8.8;
83912;30/11/1978;1200;0;22;17.8;;19;65;957.9;5;5;;
83912;30/11/1978;1800;;30.1;19.8;;;36;955.4;36;1;;
83912;01/12/1978;0000;;25.2;18.8;33.6;;53;956;5;1;9.8;
83912;01/12/1978;1200;0;27.2;21.4;;21.4;58;958.8;5;3;;
83912;01/12/1978;1800;;33.4;21.6;;;33;957.6;32;3;;
83912;02/12/1978;0000;;27.4;20.6;33.2;;53;957;0;0;6;
83912;02/12/1978;1200;0;26.8;21.8;;24.3;63;961.4;0;0;;
83912;02/12/1978;1800;;32.9;22;;;36;959.5;32;1;;
83912;03/12/1978;0000;;27.8;21.8;32.4;;58;959;0;0;4.7;
83912;03/12/1978;1200;0;26.9;22;;19.2;65;958.6;5;1;;
83912;03/12/1978;1800;;22;19.4;;;77;955.1;18;9;;
83912;04/12/1978;0000;;19.2;18.4;26.3;;92;956;14;1;1.2;
83912;04/12/1978;1200;13.7;20.4;19.1;;17.2;88;953.6;18;1;;
83912;04/12/1978;1800;;25.1;22.8;;;81;951.1;18;1;;
83912;05/12/1978;0000;;21.4;20.6;25.5;;93;950.6;9;7;2.4;
83912;05/12/1978;1200;14.6;21.9;20.9;;19.2;91;950;32;1;;
83912;05/12/1978;1800;;23.8;21.8;;;83;950.4;32;3;;
83912;06/12/1978;0000;;21.5;20.8;27.6;;93;950.4;23;3;8.9;
83912;06/12/1978;1200;7.6;22;20.8;;19.9;89;953.9;23;1;;
83912;06/12/1978;1800;;26.9;20.6;;;56;953.5;23;1;;
83912;07/12/1978;0000;;21;17.8;28.2;;72;955;23;3;12.1;
83912;07/12/1978;1200;0;22.5;19.4;;17;73;957.9;14;3;;
83912;07/12/1978;1800;;27.3;19.2;;;44;955.5;0;0;;
83912;08/12/1978;0000;;23;19.2;29.9;;70;954.3;0;0;11.6;
83912;08/12/1978;1200;0;22.8;19.6;;17.7;73;955.1;5;3;;
83912;08/12/1978;1800;;28.5;18.9;;;37;952;0;0;;
83912;09/12/1978;0000;;24;18.3;29.1;;56;951.5;14;5;11.7;
83912;09/12/1978;1200;0;23.3;19.8;;19.7;71;953;14;1;;
83912;09/12/1978;1800;;27.7;19.2;;;42;954;18;5;;
83912;10/12/1978;0000;;22;18.2;26.8;;69;956.3;18;7;12;
83912;10/12/1978;1200;0;20.8;17.5;;16.5;72;960.8;14;7;;
83912;10/12/1978;1800;;26.4;19.1;;;49;959.6;14;1;;
83912;11/12/1978;0000;;20.7;17;30.5;;68;959.9;14;9;11.6;
83912;11/12/1978;1200;0;22.2;18.6;;15.2;71;960.7;5;5;;
83912;11/12/1978;1800;;29.6;21;;;45;957.4;0;0;;
83912;12/12/1978;0000;;24.6;19.8;30.6;;63;956.8;14;3;8.8;
83912;12/12/1978;1200;0;23.6;19.5;;18.5;68;959.1;5;5;;
83912;12/12/1978;1800;;30;21.6;;;46;955.2;5;3;;
83912;13/12/1978;0000;;25.6;19.2;29;;53;954.7;0;0;6.1;
83912;13/12/1978;1200;0;23.2;18.2;;17.4;61;954.8;5;5;;
83912;13/12/1978;1800;;29;21.2;;;48;952.6;32;9;;
83912;14/12/1978;0000;;18.2;17.6;28.8;;94;953.4;0;0;11.7;
83912;14/12/1978;1200;5.8;22.8;20.4;;18.2;80;955.8;0;0;;
83912;14/12/1978;1800;;28;20.4;;;48;954.7;18;1;;
83912;15/12/1978;0000;;23;20.2;27.7;;77;954.8;0;0;9.8;
83912;15/12/1978;1200;0;21.4;19.4;;18.1;82;957.9;14;3;;
83912;15/12/1978;1800;;26.9;20.6;;;56;954.8;14;1;;
83912;16/12/1978;0000;;22.8;19.8;27.6;;74;955.6;18;1;8.4;
83912;16/12/1978;1200;0;22.1;20;;18.6;81;955.9;14;1;;
83912;16/12/1978;1800;;25;21.4;;;72;954.2;32;3;;
83912;17/12/1978;0000;;21.2;18.8;26.8;;78;955.1;14;5;12.1;
83912;17/12/1978;1200;0;21.2;17.5;;16.5;69;956.7;14;5;;
83912;17/12/1978;1800;;26.4;19.6;;;52;956.3;14;5;;
83912;18/12/1978;0000;;21.4;17.4;27;;66;955.9;14;5;12.4;
83912;18/12/1978;1200;0;20.6;16.4;;15.2;64;958.3;14;5;;
83912;18/12/1978;1800;;26.4;18.6;;;45;956.3;14;5;;
83912;19/12/1978;0000;;21.6;17.6;28.6;;67;955.9;14;5;11.8;
83912;19/12/1978;1200;0;21.3;17.4;;15.7;67;956.7;5;3;;
83912;19/12/1978;1800;;27.5;19.4;;;44;954.8;0;0;;
83912;20/12/1978;0000;;22.2;17.4;30.6;;61;955.1;14;3;11.9;
83912;20/12/1978;1200;0;22.4;18.4;;15.3;67;956.6;0;0;;
83912;20/12/1978;1800;;29.7;20.2;;;39;954.2;0;0;;
83912;21/12/1978;0000;;22.8;16.4;32.8;;49;955;14;3;11.7;
83912;21/12/1978;1200;0;23.3;19;;17.9;66;957.1;18;1;;
83912;21/12/1978;1800;;32;20.6;;;33;954.4;0;0;;
83912;22/12/1978;0000;;23.5;16.6;32.6;;47;956.2;18;5;7.3;
83912;22/12/1978;1200;0;21.5;17.8;;16.8;68;958.8;14;3;;
83912;22/12/1978;1800;;31.8;21.8;;;40;956;0;0;;
83912;23/12/1978;0000;;24.3;20;32.8;;67;956.8;14;5;10.1;
83912;23/12/1978;1200;0;24.2;19.8;;18.5;66;957;5;7;;
83912;23/12/1978;1800;;32.4;23.2;;;44;954.4;0;0;;
83912;24/12/1978;0000;;28;22.2;29.4;;59;955.1;0;0;2.3;
83912;24/12/1978;1200;0;25.4;20.8;;18.6;66;957.4;5;1;;
83912;24/12/1978;1800;;28.5;22.6;;;59;955.6;32;3;;
83912;25/12/1978;0000;;18.6;17.6;26.5;;90;956.2;23;1;6.2;
83912;25/12/1978;1200;40.7;19.9;19.6;;18.6;97;957.1;14;3;;
83912;25/12/1978;1800;;25.6;20.2;;;60;956.3;18;1;;
83912;26/12/1978;0000;;22.4;19.6;25.4;;76;956.3;0;0;9.6;
83912;26/12/1978;1200;0;20.9;18.5;;16.4;79;956.6;0;0;;
83912;26/12/1978;1800;;24.8;18.8;;;55;952.3;14;5;;
83912;27/12/1978;0000;;20.4;17;27;;71;953.2;0;0;11.6;
83912;27/12/1978;1200;0;22.5;18;;15.9;63;954.6;0;0;;
83912;27/12/1978;1800;;26;17.8;;;42;952.3;0;0;;
83912;28/12/1978;0000;;22;17.8;30.8;;65;952.4;0;0;12.4;
83912;28/12/1978;1200;0;23.9;19;;16.9;62;955.1;14;1;;
83912;28/12/1978;1800;;30.3;20.5;;;39;953.4;0;0;;
83912;29/12/1978;0000;;24.4;18.8;32.4;;58;952.6;0;0;10.8;
83912;29/12/1978;1200;0;27.5;19.9;;20.1;47;956;0;0;;
83912;29/12/1978;1800;;32;20.9;;;34;953.6;32;1;;
83912;30/12/1978;0000;;27.4;21.3;33.2;;57;951.8;0;0;7.4;
83912;30/12/1978;1200;0;26.2;21;;20.3;62;953.1;5;1;;
83912;30/12/1978;1800;;32.2;21.3;;;35;950.2;36;3;;
83912;31/12/1978;0000;;21.8;19.8;26.9;;82;951.6;14;5;1.6;
83912;31/12/1978;1200;11.3;19.8;19.1;;19.3;94;953.2;36;5;;
83912;31/12/1978;1800;;25.6;21.9;;;72;953;32;1;;
83912;01/01/1979;0000;;22.2;21.3;29;;91;952.8;23;1;10.5;
83912;01/01/1979;1200;4.8;22.5;20.2;;19.7;80;953.4;14;3;;
83912;01/01/1979;1800;;28;21.7;;;56;951.4;14;3;;
83912;02/01/1979;0000;;23.2;19.9;32.4;;73;951.3;14;3;9;
83912;02/01/1979;1200;0;24.6;22.3;;18.1;81;953.9;0;0;;
83912;02/01/1979;1800;;31.8;24.2;;;52;949.6;32;3;;
83912;03/01/1979;0000;;23.7;21.5;31.4;;82;952.3;0;0;12.1;
83912;03/01/1979;1200;2.7;25.8;22.6;;20.9;75;954.8;14;1;;
83912;03/01/1979;1800;;31;17.1;;;20;952.7;14;3;;
83912;04/01/1979;0000;;24.6;17.4;26;;46;954;14;3;10.4;
83912;04/01/1979;1200;0;18.8;15.8;;14.9;72;958.5;14;3;;
83912;04/01/1979;1800;;25.2;18.2;;;48;956.3;14;1;;
83912;05/01/1979;0000;;21.2;16.4;27.4;;59;955.3;14;1;11.3;
83912;05/01/1979;1200;0;20;17.2;;14.8;75;956.8;14;3;;
83912;05/01/1979;1800;;26.8;18.4;;;42;954.2;18;3;;
83912;06/01/1979;0000;;21;15.6;27;;55;953.9;14;3;12;
83912;06/01/1979;1200;0;19.2;14.8;;13.6;60;956;14;5;;
83912;06/01/1979;1800;;26.7;15.9;;;28;953.6;14;3;;
83912;07/01/1979;0000;;20;15.2;26.7;;58;953.2;14;7;10.7;
83912;07/01/1979;1200;0;18.5;14.8;;13.2;66;956.3;14;7;;
83912;07/01/1979;1800;;26.1;18.5;;;46;954.3;14;5;;
83912;08/01/1979;0000;;20.2;13.2;28.8;;41;954.7;14;7;10.1;
83912;08/01/1979;1200;0;19.8;16.3;;14.8;69;957.6;9;3;;
83912;08/01/1979;1800;;28;28;;;100;954.7;14;1;;
83912;09/01/1979;0000;;22.2;22.2;30.1;;100;953.9;14;3;12.1;
83912;09/01/1979;1200;0;21.2;16.2;;15.4;58;957.8;9;5;;
83912;09/01/1979;1800;;29.1;18.3;;;32;953.6;23;1;;
83912;10/01/1979;0000;;24;16.1;30.8;;41;952.7;14;1;8.6;
83912;10/01/1979;1200;0;22.2;16.8;;16.4;56;956.7;5;3;;
83912;10/01/1979;1800;;30.1;20.7;;;40;952.5;23;1;;
83912;11/01/1979;0000;;20.2;18.4;32;;84;952.3;0;0;11.7;
83912;11/01/1979;1200;5.4;23.1;17;;17;52;954.5;5;3;;
83912;11/01/1979;1800;;30.8;19.8;;;33;950.8;9;1;;
83912;12/01/1979;0000;;26.2;18.6;31.6;;46;949.8;14;3;11.7;
83912;12/01/1979;1200;0;23.1;17.5;;18.2;56;952.6;5;5;;
83912;12/01/1979;1800;;31.4;20.5;;;34;949.6;0;0;;
83912;13/01/1979;0000;;26.4;18.8;32.2;;46;948.3;0;0;11.6;
83912;13/01/1979;1200;0;23;18.4;;17.8;63;953;5;5;;
83912;13/01/1979;1800;;31.5;20.5;;;34;950.9;14;1;;
83912;14/01/1979;0000;;27;19.5;31.8;;47;949.1;14;1;;
83912;14/01/1979;1200;0;23;18.4;;17.5;63;954;5;3;;
83912;14/01/1979;1800;;31.4;20.2;;;33;952.2;18;1;;
83912;15/01/1979;0000;;26.6;19.2;32.8;;48;950.5;14;1;;
83912;15/01/1979;1200;0;23.2;18.2;;17.3;60;955.2;5;1;;
83912;15/01/1979;1800;;32.2;19.6;;;27;951.6;23;1;;
83912;16/01/1979;0000;;26.4;18;32;;41;951.5;14;5;;
83912;16/01/1979;1200;0;23.2;17.7;;17.4;56;955.3;5;7;;
83912;16/01/1979;1800;;31.4;19.3;;;29;951.6;14;3;;
83912;17/01/1979;0000;;26.4;17.4;31.8;;38;950.7;14;1;;
83912;17/01/1979;1200;0;23.1;17.1;;16.5;53;954.7;5;7;;
83912;17/01/1979;1800;;31;18.4;;;26;952.1;14;3;;
83912;18/01/1979;0000;;26.6;19;32.1;;46;951;18;1;12;
83912;18/01/1979;1200;0;22.9;18.6;;18.2;65;954;5;1;;
83912;18/01/1979;1800;;31.4;19;;;27;951.5;23;1;;
83912;19/01/1979;0000;;24.6;17.4;30.6;;46;952.6;14;7;12;
83912;19/01/1979;1200;0;22.2;17.6;;16.2;62;955.8;9;7;;
83912;19/01/1979;1800;;29.8;20.1;;;38;950.9;9;1;;
83912;20/01/1979;0000;;24.1;16.6;32.1;;44;954.1;14;7;11.3;
83912;20/01/1979;1200;0;22.8;16.3;;16.8;49;956.4;5;5;;
83912;20/01/1979;1800;;31.3;19.2;;;28;954;14;3;;
83912;21/01/1979;0000;;25.2;18;33.4;;47;953.5;14;5;11.9;
83912;21/01/1979;1200;0;22.8;18.2;;17.1;63;955.6;5;3;;
83912;21/01/1979;1800;;32.5;20.3;;;30;952.6;0;0;;
83912;22/01/1979;0000;;26.2;18.4;34.5;;45;951.9;14;3;10.4;
83912;22/01/1979;1200;0;23;17.8;;18;58;954.8;5;5;;
83912;22/01/1979;1800;;33.2;21.2;;;31;950.5;23;1;;
83912;23/01/1979;0000;;28.6;21.6;;;52;948.2;0;0;;
83912;24/01/1979;0000;;;;31.2;;;;;;3.1;
83912;24/01/1979;1200;0.6;20.2;19.2;;19.6;91;952.7;14;3;;
83912;24/01/1979;1800;;30.6;22.6;;;49;948.5;9;3;;
83912;25/01/1979;0000;;24.6;21.4;;;74;950.2;14;1;;
83912;26/01/1979;0000;;;;35.8;;;;;;9.2;
83912;26/01/1979;1200;0;27.3;22.2;;21.6;63;951.8;36;1;;
83912;26/01/1979;1800;;33;23.4;;;43;947.6;23;1;;
83912;27/01/1979;0000;;24.2;20;35.9;;67;947.3;0;0;8.4;
83912;27/01/1979;1200;0;24.7;20.8;;19.8;69;947.5;36;3;;
83912;27/01/1979;1800;;35.3;23.6;;;35;943.7;23;1;;
83912;28/01/1979;0000;;27.9;20;29.8;;46;945.3;23;5;9.5;
83912;28/01/1979;1200;13.2;19.1;17.3;;17.2;83;950.8;14;1;;
83912;28/01/1979;1800;;28.4;21;;;50;949;23;1;;
83912;29/01/1979;0000;;22;18;26.8;;66;950.6;23;3;11.9;
83912;29/01/1979;1200;0;17.8;13.8;;13.3;62;956.7;9;3;;
83912;29/01/1979;1800;;25.4;16.5;;;37;952.2;14;1;;
83912;30/01/1979;0000;;21.6;14.9;;;46;951.8;18;3;;
83912;31/01/1979;0000;;;;30.8;;;;;;11.5;
83912;31/01/1979;1200;0;20.2;16;;15;63;955.5;14;3;;
83912;31/01/1979;1800;;30.4;19.2;;;31;951.8;23;3;;
83912;01/02/1979;0000;;23.8;16.2;;;43;952;18;3;;
83912;02/02/1979;0000;;;;35.3;;;;;;10.7;
83912;02/02/1979;1200;0;24.8;18.4;;18.7;52;953.4;5;5;;
83912;02/02/1979;1800;;34.8;21.6;;;28;950.9;23;1;;
83912;03/02/1979;0000;;28.4;20.8;36.1;;48;949.9;14;3;10.7;
83912;03/02/1979;1200;0;25.4;19;;19.4;53;954.3;5;5;;
83912;03/02/1979;1800;;35.2;21.8;;;;950.5;0;0;;
83912;04/02/1979;0000;;28.8;20.4;35.2;;44;950.3;14;1;11.2;
83912;04/02/1979;1200;0;24.8;19.7;;19.4;61;953.3;9;3;;
83912;04/02/1979;1800;;35;21.6;;;28;948.7;0;0;;
83912;05/02/1979;0000;;28.8;18.8;36.2;;36;947.7;0;0;11.7;
83912;05/02/1979;1200;0;25.8;20.4;;20.1;60;951.6;5;5;;
83912;05/02/1979;1800;;35.4;20.6;;;;946.8;23;1;;
83912;06/02/1979;0000;;29.8;19.2;;;34;945.8;14;1;;
83912;07/02/1979;0000;;;;32.4;;;;;;3.2;
83912;07/02/1979;1200;0;24.9;21;;20.3;69;949.8;32;1;;
83912;07/02/1979;1800;;25.8;21.2;;;65;950.6;0;0;;
83912;08/02/1979;0000;;24.6;21.6;28.8;;76;950.5;0;0;4.3;
83912;08/02/1979;1200;37.4;22.2;20.6;;20;86;953.5;14;1;;
83912;08/02/1979;1800;;27.2;22.7;;;67;952.1;14;1;;
83912;09/02/1979;0000;;22.7;20.7;34.4;;83;952.1;14;7;11.2;
83912;09/02/1979;1200;0;23.7;23.7;;19.1;100;953.6;14;1;;
83912;09/02/1979;1800;;33.8;23.6;;;41;950.4;23;1;;
83912;10/02/1979;0000;;27.9;22.6;36.2;;62;951.6;14;1;8.4;
83912;10/02/1979;1200;0;26.1;22.1;;21;70;954.8;5;1;;
83912;10/02/1979;1800;;35.4;23.8;;;;950.8;23;1;;
83912;11/02/1979;0000;;22.1;21.8;33.4;;97;954;32;1;7.7;
83912;11/02/1979;1200;41.4;24.2;21.6;;19.8;79;953;5;1;;
83912;11/02/1979;1800;;32.7;24.2;;;48;948.6;32;1;;
83912;12/02/1979;0000;;22;21.6;27;;96;951.1;14;7;1.1;
83912;12/02/1979;1200;6;23;21.6;;20;88;949;32;1;;
83912;12/02/1979;1800;;22.4;22.1;;;97;946;32;1;;
83912;13/02/1979;0000;;21.2;20.8;;;96;945.5;14;1;;
83912;14/02/1979;0000;;;;30.4;;;;;;11.6;
